,text,like_count,retweet_count,created_at,tweet_id,author_id
23,"I don’t think this convoy supporter eggspected such hostility.

#cdnpoli #antivaxxers #Ottawa https://t.co/TNNWc5sf4t",1987,381,2022-02-01T19:08:41.000Z,1488590141266579462,799717156589965312
24,"Listen up Ottawa citizens 

Any of you own paintball guns?? 😏",428,51,2022-02-03T07:19:51.000Z,1489136535882526725,1133254168217509889
25,"Another local resident standing in protest of the convoy’s occupation. 

Two thumbs up!

#cdnpoli #antivaxxers #Ottawa https://t.co/goLyY7L8K6",3888,595,2022-02-03T17:49:41.000Z,1489295037967978497,799717156589965312
26,"I still cant believe that people in Ontario think it’s perfectly ok to ask an 11 year old kid to “show their papers” to go inside a hockey rink, swimming pool or movie theatre. This is insane &amp; way more people should be outraged. Stand up for your kids ffs, this is not the 🇨🇦 way",4564,1125,2022-02-03T02:10:13.000Z,1489058614509776902,749565752
27,"The thing to remember about these #antivaxxers is they lie. 

They lie about the science, they lie that COVID isn't dangerous, they lie about their quack cures when they do get sick and they lie about our politicians who are enacting sound, evidence-based public health measures. https://t.co/7hFZBJwsbW",18,4,2022-02-03T17:52:02.000Z,1489295629281075202,48842195
28,Measles warning for young children as MMR jab rate drops in England https://t.co/vLrSGF8iFL,6,6,2022-02-01T07:37:19.000Z,1488416154922139651,305452853
30,"@cakesalie @MarcCossette Go back to school &amp; take civics &amp; science. *Provincial Politicians* set the restrictions, not bureaucrats and not PMJT except the one border quarantine. POTUS doesn't allow #antivaxxers in the U.S. so also not on PMJT.

Suck it up or get vaccinated. the choice is yours.",1,1,2022-02-02T00:36:43.000Z,1488672694228815874,86650800
31,how #antivaxxers can skip the vaccines: https://t.co/ltA0nYmuGd,44,17,2022-02-03T13:03:35.000Z,1489223037392396288,1392805164830978054
32,"Canadian Flags are being passed around the convoy groups, patriotism is growing! The world is watching Canada! 

What a proud moment to be Canadian.",748,128,2022-02-03T17:49:44.000Z,1489295051352117254,768160820
33,A screenshot purporting to show a Facebook message posted by Canadian PM Justin Trudeau encouraging people to ostracize those not vaccinated against COVID-19 is digitally altered https://t.co/0eLdMPevmr https://t.co/q5m1rQBhlo,708,462,2022-02-02T13:21:46.000Z,1488865227462615040,1232003748886700032
34,"I don’t have words to articulate how unsettling it is to be here.

These are fully grown adults who bought into a random woman’s claim that she is the Queen of Canada. 

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/aC8y2F69BB",2095,695,2022-02-03T18:43:07.000Z,1489308485766418432,799717156589965312
35,"Late last year, Romana Didulo urged her 72,200 social media followers to kill anyone attempting to vaccinate children.

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/attyl1qEZu",417,215,2022-02-03T18:37:51.000Z,1489307161138442240,799717156589965312
37,"If nothing else, it makes sense that her Romana Didulo showed up in a toque and jeans. That’s how one might expect the Queen of Canada to dress.

But really, she couldn’t find a purple scarf? That’s just lazy.

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/CYWlgo1Mkb",343,58,2022-02-03T18:48:06.000Z,1489309741088055297,799717156589965312
38,"None of this is particularly majestic.

Mind you, Romana Didulo’s supporters don’t seem to care. 

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/kPooAvI2RH",61,15,2022-02-03T18:52:48.000Z,1489310921084211202,799717156589965312
39,"The self-proclaimed Queen of Canada is using a megaphone because there’s no speaker system set up. 

This would be much funnier if Romana Didulo didn’t incite her tens of thousands of loyal subjects to break the law and commit violence.

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/RkN5cj7Alm",80,19,2022-02-03T18:57:33.000Z,1489312115731034114,799717156589965312
40,"There’s several hundred people at Parliament Hill, many dressed carrying purple flags. This is the QAnon faction of the crowd. 

They have turned out to listen to Romana Didulo, i.e. the wannabe “Queen of Canada.”

#cdnpoli #antivaxxers #Ottawa https://t.co/5gV1p2QG9a",146,63,2022-02-03T18:33:10.000Z,1489305979913129989,799717156589965312
41,"FvD leider @thierrybaudet net:

""Beste zou zijn om de Krim te erkennen en de relatie met Rusland, dat mooie grote land in het Oosten te verbeteren.

Overigens ben ik van mening dat 9/11 een false flag was.""

#oekraïne #debat https://t.co/OSyCVUM58u",286,63,2022-02-03T18:23:33.000Z,1489303560814800897,47327273
42,"Anyone remember what these trash truckers were sharing during indigenous protests? End the white boy winter parade. Send them to a jail that requires vaccination.

#antivaxxers #GoHomeTruckers #FluTrucksClan #cdnpoli #coutts #couttsblockade https://t.co/tlOoa1Ev3H",248,59,2022-02-03T17:08:23.000Z,1489284644700831748,389801920
43,"This is the best reaction video I’ve ever filmed. 

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/5CkUdC5GY6",432,70,2022-02-03T19:47:02.000Z,1489324569768857602,799717156589965312
46,"This local resident braved the crowd that gathered to see the self-declared “Queen of Canada,” Romana Didulo.

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/HNfidLI3Q5",2161,383,2022-02-03T19:22:30.000Z,1489318397988917249,799717156589965312
47,"Friendly reminder that Romana Didulo urged her tens of thousands of social media followers to MURDER anyone who vaccinated kids.

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/KwsprjlU7O",260,140,2022-02-03T19:08:34.000Z,1489314888711294976,799717156589965312
48,"Romana Didulo explains why she has come to Ottawa:

To depose Prime Minister Justin Trudeau, of course!

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/j9qtSE2vmE",126,31,2022-02-03T19:55:09.000Z,1489326612139151369,799717156589965312
50,"The problem I see since the #FreedomConvoy has taken over &amp; morphed into the #OttawaOccupation of Squatters is that #antivaxxers are extremely guillable. Is anyone surprised they are #fakenews?

Why hasn't @fordnation
done anything about these illegal squatters? 
#cdnpoli #onpoli https://t.co/4XH5pNPr57",25,14,2022-02-03T18:02:44.000Z,1489298322183491586,86650800
52,"After a nonstop onslaught by antimaskers and antivaxxers for months,  my neighbour's daughter, a front line service worker, has taken taken her life.

Living under @PremierScottMoe is a comorbidity. 

#cdnpoli
#skpoli",976,384,2022-02-03T16:15:50.000Z,1489271418873430025,215886213
53,"Just listening to Romana Didulo, it’s hard to believe there’s a written speech and she isn’t just making up non sequiturs on the fly. 

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/ityQ0MNMeR",96,8,2022-02-03T19:47:48.000Z,1489324761482248192,799717156589965312
54,"I’ve never been this close to royalty, except for that time I went to Burger King. 

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/oexVeYopit",667,36,2022-02-03T19:30:11.000Z,1489320331328188419,799717156589965312
55,"I know I’ve said this a lot, but the scene out here is surreal. 

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/Zg9REC3R4x",589,144,2022-02-03T19:25:59.000Z,1489319274707447809,799717156589965312
56,"This takes real guts &amp; courage of one’s convictions.

#cdnpoli #antivaxxers #Ottawa https://t.co/hFXJDDNptN",4393,1006,2022-02-01T23:06:50.000Z,1488650075769344000,799717156589965312
63,"Her Royal Highness, the “Queen of Canada,” Romana Didulo. 

Pastor Hildebrant: Take notes! This is how a VIP entourage is supposed to look. 

#cdnpoli #antivaxxers #Ottawa https://t.co/9l6epLzqv6",237,51,2022-02-03T20:34:22.000Z,1489336480648642561,799717156589965312
66,"The self-declared “Queen of Canada” is scheduled to speak at Parliament Hill, and her loyal subjects anxiously await. 

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/iDx7MDAP7L",109,23,2022-02-03T18:02:29.000Z,1489298257540902914,799717156589965312
67,@DanaKingFrsp @WakeuptimeNOW @hankey_shelley @jkenney Sorry dude. The second they brought out those flags they should have done something to stop it. The fact that these flags have been repeatedly shown tells me they are not only tolerated but encouraged. Their disgusting behaviour shines like a beacon. Grow up.,1,0,2022-02-03T19:55:23.000Z,1489326672394407938,789519536764497920
68,"@CarymaRules The are building her a house right now!
https://t.co/kgyJajRFZF",9,3,2022-02-03T20:38:17.000Z,1489337468914745354,515570090
71,@JamesNomadic @ElkeBabiuk @fordnation I think the difference between rights and privileges has been confused,1,0,2022-02-03T20:13:15.000Z,1489331168705011716,2837012413
72,"🧵 Policing at #OttawaOccupation:

It’s nonstop cop action at the Château Laurier, which appears to be where out-of-town forces are staying. 

@PeelPolice have arrived with zip ties. 

#cdnpoli #antivaxxers #OttawaPoliceFailed https://t.co/YPPzOTJYmq",137,24,2022-02-03T20:51:06.000Z,1489340694078672896,799717156589965312
73,"Meanwhile, the Queen won’t even acknowledge Chris Sky’s existence. 

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/DiAFcHQR2n",80,16,2022-02-03T20:46:30.000Z,1489339537356697605,799717156589965312
74,"I really can’t believe this drivel.  

I am not an academic. I’m a real doctor who cares for patients and I’m a real parent so I’m just going to spend a few minutes commenting on how this is not a serious nor trustworthy article. https://t.co/tE6BLr05p9",3776,1027,2022-02-03T08:37:58.000Z,1489156193968959488,1052571889007251458
76,Fox News hypes 'mainstream' anti-vax truckers movement -- even as they fly QAnon flags at rallies https://t.co/d3AuizYt4M,39,27,2022-02-03T20:33:39.000Z,1489336302369705995,16041234
79,"Dance party + open flame + heavy police presence 

#cdnpoli #antivaxxers #Ottawa https://t.co/h7bQQmFMhP",53,16,2022-02-03T21:55:03.000Z,1489356788663267338,799717156589965312
84,"The Quebec contingent is building a community kitchen in Confederation Park, with the intention of providing free food for anyone who needs it. 

When asked how long it might remain in place, the answer I got was “As long as it takes.”

#cdnpoli #antivaxxers #Ottawa https://t.co/2UezlJl7XY",578,202,2022-02-03T21:37:48.000Z,1489352444115132422,799717156589965312
90,"🧵 A look into factions within the anti-vaxx movement:

Chris and Jenny Sky (Saccoccia) disapprove of Queen Romana Didulo, calling her “the violent one.”

#cdnpoli #antivaxxers #Ottawa #JustSayNo https://t.co/apYdiCWy73",120,33,2022-02-03T20:45:57.000Z,1489339398097457156,799717156589965312
93,"We can’t have any nice things due to antivaxxers, and I’m sick of their bullshyt. By now, we would be experiencing a new normal. Am I being too harsh? #antivaxxers #MasksSaveLives #MaskUp #GetVaccinatedNow",1511,300,2021-08-31T15:52:59.000Z,1432733162283552769,21952044
98,"@StratoChris @TheUSASingers So he stood up against corporate censorship of an anti-establishment view.

But now he demands corporate censorship of an anti-establishment view.

🤔",32,1,2022-01-27T19:25:41.000Z,1486782483270045696,1514992326
103,"This guy kept getting handshakes from strangers in the crowd. 

Is he famous or something?

1/31/22

#cdnpoli #antivaxxers #Ottawa https://t.co/mA7KZ2ALJM",24,2,2022-02-03T11:42:58.000Z,1489202750793650178,799717156589965312
104,"@PvL90608465 @ananats Bullshit, #covidiot 🙄",3,0,2022-02-03T22:53:47.000Z,1489371568153243655,1435298788449689607
107,"Due to a convoy protest this weekend, Toronto health workers are being asked to not wear clothes that identify them as health workers.

These protests aren't about ""freedom.""  

They're a slap in the face of every health worker who has worked to save lives during this pandemic.",6788,1648,2022-02-03T21:36:27.000Z,1489352107098525698,3014537423
110,@joncoopertweets https://t.co/23Uhr0hDzI,47,35,2021-08-22T16:50:13.000Z,1429486074879950853,1218076646546333696
111,the face of the poor medical expert having to listen to #antivaxxers on this idiotic #bbcqt special episode https://t.co/wKt8iEslha,2762,217,2022-02-03T23:14:43.000Z,1489376836589084681,31252613
112,"there’s a man on question time, whose qualifications include a philosophy degree, attempting to school a professor of immunology on the yellow card system. 

fascinating viewing https://t.co/pmO9vATWHy",32021,4204,2022-02-03T23:26:56.000Z,1489379907964649474,173530099
113,"Good *god*, the unvaxxed #bbcqt is going to be so, so, so awful https://t.co/dcBfBfRDRr",124,24,2022-02-03T23:34:23.000Z,1489381784240406536,1363960435788173312
118,@snapthennap @PremierScottMoe I’m so sorry to hear this! Just terrible! I understand the feelings as a frontline #HCW myself. If only we could see the light at the end of the tunnel!  #antivaxxers #antimaskers #FluTruxKlan don’t give us any hope of a future! How a minority can cause such chaos! #covid19ab,23,7,2022-02-03T19:57:02.000Z,1489327088242806785,894008707
120,"Block every elected #republican &amp; terminate all these #antivaxxers income! 
#Employment #hiring #jobs #manager #sales #salary #work #recruiting #careers #unemployed #HR #Fortune500 #DOW #Nasdaq #stockmarket #ceo #cfo #Democrats #Progressives #Liberal #Activists #lgbtqia #BLM https://t.co/enAJlMY3TT",4,4,2022-02-03T21:17:58.000Z,1489347455233757185,1162448238978502657
121,"Convoy supporters try bullying the counter protester to leave, including by chanting “FREEDOM!!!” at him. All this, without a trace of irony.

Police offer to escort the counter protester away from the area, which he declined.

#cdnpoli #antivaxxers #Ottawa 

part 1 of 2 https://t.co/wmFXUf7iLV",395,136,2022-02-02T00:23:14.000Z,1488669301351452673,799717156589965312
122,"7 #Jesus said: Blessed is the #lion or is it #iron which the man shall eat, and the lion or #iron  become man; and cursed is the man whom the lion or #iron #GrapheneOxide shall eat, and the lion or #iron become man.  #BibleFactsUnveiled #bibleverse #BibleStudy",0,0,2022-02-03T23:53:19.000Z,1489386547938004993,1343494705267539969
123,"We have a new Queen now? 

Seems that the batshit craziness of ""Freedom"" Convoy has taken a turn, and heading Strait to QANON. #cdnpoli #antivaxxers #QANON #FreedomConvoyCanada2022 #Qonvoy https://t.co/zAJFsKKZ6B",2,1,2022-02-03T23:49:14.000Z,1489385520962617344,4323747795
124,"Two Canadian legends?

#cdnpoli #antivaxxers #Ottawa https://t.co/CrYGBvRv1G",96,10,2022-02-03T20:18:31.000Z,1489332494633783299,799717156589965312
127,"Dr. Oz: COVID lockdowns study should anger Americans

https://t.co/yvjwQg1ZwG",845,140,2022-02-03T23:15:00.000Z,1489376905522413572,1367531
130,"Denmark just ended Covid restrictions
 https://t.co/tg12nar2CJ",193554,31090,2022-01-31T21:54:22.000Z,1488269452588326913,44196397
135,"It’s hard to speak on a cell phone with trucks blaring in the background.

#cdnpoli #antivaxxers #Ottawa https://t.co/Zcyxt2gqwV",43,5,2022-02-04T00:54:16.000Z,1489401887283724293,799717156589965312
136,"Whoops, the fire container in Confederation Park tipped over.

#cdnpoli #antivaxxers #Ottawa https://t.co/zm8vWt8Usa",479,186,2022-02-04T00:40:51.000Z,1489398509493276679,799717156589965312
140,More video of the temporary structure. I have asked Ottawa Police for a statement. https://t.co/VhDA840Pif,532,171,2022-02-03T20:51:20.000Z,1489340749976064001,291626846
141,"@Gray_Mackenzie Whoops, the fire container in Confederation Park tipped over.

#cdnpoli #antivaxxers #Ottawa https://t.co/heIsh7fec3",2,2,2022-02-04T00:55:33.000Z,1489402211503247362,428462430
142,"@IslandGirlPRV @joncoopertweets These anti maskers are the most selfish, self-centered, ignorant human beings alive. My daughter, mother of my grandchildren, &amp; millions in all walks, are risking their lives daily because of the stupidity of #antimask #antivaxxers who should be held accountable for covid deaths.",3,1,2022-02-03T23:59:09.000Z,1489388016531501057,2189577338
143,"@AnnieClaireBO @CTVNews Call the fire department, maybe if police won't act fire dept. Will.",222,23,2022-02-03T20:47:46.000Z,1489339852902391808,428462430
145,@Gray_Mackenzie @AnnieClaireBO I don't see secondary containment? If there's a spill they legally need to report it...,9,0,2022-02-03T20:55:20.000Z,1489341760165888000,2974978815
147,"Doctors and nurses in Toronto warned not to reveal their occupations this weekend, in fear of the convoy protesters coming. This is where we are at. #cdnpoli",17,3,2022-02-04T00:11:49.000Z,1489391204412407811,396602871
148,"500 M from Parliament Hill in Confederation Park, the #TruckersConvoy2022 protestors are building wooden structures #cdnpoli #ottnews https://t.co/LGIe5GDYWw",1081,451,2022-02-03T20:31:31.000Z,1489335763456118786,818733968
149,"WHY IS NOBODY STOPPING THIS. I GET A TICKET IF I DON'T SHOVEL MY SIDEWALK FAST ENOUGH.

If the police are unable to enforce the laws, then why do we have police? If they aren't ableto handle a group building an illegal structure in a park, full of combustibles, what's the point? https://t.co/XccGNI9d2n",52,6,2022-02-03T21:55:00.000Z,1489356772884172800,405992047
151,Has @OttawaPolice just given up? What the absolute fuck. https://t.co/kvDno8MBYr,20,1,2022-02-03T22:28:58.000Z,1489365321882513412,76961493
157,"Another local resident showed up at Parliament Hill with a request to stop honking at night.

#cdnpoli #antivaxxers #Ottawa https://t.co/AUqzgrNGee",1750,282,2022-02-04T01:54:29.000Z,1489417041048227840,799717156589965312
163,"@AnnieClaireBO Whoops, the fire container in Confederation Park tipped over.

#cdnpoli #antivaxxers #Ottawa https://t.co/heIsh7fec3",5,3,2022-02-04T00:57:51.000Z,1489402791831293958,428462430
164,"I promised you the Queen of Canada, and delivered. 

I promised you Chris Sky, and came through on that too (with Terry Fox as a much-needed palate cleanser).

Most importantly, I promised myself a Beavertail.

All in a day’s work!

#cdnpoli #antivaxxers #Ottawa https://t.co/LKGYgEzHSU",541,17,2022-02-04T00:25:55.000Z,1489394752747446273,799717156589965312
165,"Oh! Canada!
#shame
#Ottawa https://t.co/q1eH9iifLD",301,212,2022-01-30T22:45:07.000Z,1487919834973282307,1314638459613655040
166,I also witnessed some dancing to that classic song with charged lyrics used by all “occupying forces” everywhere “The Macarena”. Ridiculous. https://t.co/hzPUai0KTV,2628,640,2022-02-03T23:30:30.000Z,1489380808477523971,151432737
169,Charles Darwin called and said he doesn’t want us to interfere.  #antivaxxers #ottawa #TruckersGoHome #FluTrucksClan #cndpoli #Omicronvoy https://t.co/BfWr8Y1M0m,12,2,2022-02-04T01:47:23.000Z,1489415253159026697,1402731684055994371
170,"This is obscene.
#Convoy #antivaxxers https://t.co/9Z5JykLeWb",360,68,2022-02-04T00:57:37.000Z,1489402730330349574,27013347
175,"Anti-Hate Canada VS Freedom Convoy
Bernie Farber the propaganda expert.
@PoliceOnGuard @NML_Canada @NursesCanadian @JCCFCanada
@BernieFarber @ARCCollective 
#FreedomConvoy2022 @CBC
#EndMandates #antivaxxers
#VaccineMandate #convoy #TruckersForFreedom2022
@antihateca #AntiFreedom https://t.co/QiIoRByA9p",2536,149,2022-01-31T16:04:01.000Z,1488181284195160072,1211972603293814784
176,This is what happens when you embolden #antivaxxers in trucks or anywhere. They begin to believe they have whatever power to do whatever to whomever they want...even healthcare providers. How low will they con't to go? #bcpoli #cdnpoli https://t.co/avXyYNTjBg,1,1,2022-02-04T02:48:22.000Z,1489430604173119488,485731086
177,Who *is* that Masked Man? #Ottawa #antivaxxers #antimaskers https://t.co/mNAsx6vDQL https://t.co/dOsRFL2goj,1,1,2022-02-02T11:54:05.000Z,1488843159929073668,22954932
179,"I’m in touch we the hero we need AND deserve, i.e. tonight’s counter protester.

“I wanted to set an example of what a peaceful democratic protest looks like, and that fear and intimidation isn't a strategy for getting what you want.”

#cdnpoli #antivaxxers #Ottawa

part 1 of 2 https://t.co/RzY3Hwjjne",1642,284,2022-02-02T02:47:03.000Z,1488705494441201665,799717156589965312
180,"#CPC leader .@CandiceBergenMP advocates ""extending an olive branch"" to the likes of Romana Didulo, who advocated murdering all connected to vaccination. Which riding will she be parachuted into under the #CPC banner, Candice?
#cdnpoli #antivaxxers #TruckersGoHome #TruckersConvoy https://t.co/0Zh55GeyGD",4,2,2022-02-04T02:19:05.000Z,1489423234416193537,1472464970
182,"@Marriott do you let all of your hotel chain owners behave like this? I would investigate if I were you, and shut this down!!!

@CourtyardHotels #Ottawa #FreedomConvoy2022 #GoHomeTruckers #onpoli #cndpoli https://t.co/41AiHw48UY",25,15,2022-02-02T20:36:25.000Z,1488974608799834125,1478891782456942596
184,"@grahamctv @OttawaPolice Whoops, the fire container in Confederation Park tipped over.

#cdnpoli #antivaxxers #Ottawa https://t.co/heIsh7fec3",0,1,2022-02-04T02:39:17.000Z,1489428315001659393,428462430
188,@WakeuptimeNOW @CTVNews @CandiceBergenMP I'm am sorry for your loss.,0,0,2022-02-04T02:45:27.000Z,1489429870106923009,1460081931643547649
191,@WakeuptimeNOW @CTVNews @CandiceBergenMP https://t.co/dbYRH182lW,0,0,2022-02-04T02:44:47.000Z,1489429699591688192,1460081931643547649
193,"Just spoke to Dr. Kathleen Ross who is working at the Anvil Vaccine Clinic in New West. Dozens of anti-vax protesters showed up, yelling at healthcare workers. ""A staff member was told she was disgusting for coming into the building. It's very upsetting."" @CityNewsVAN #bcpoli https://t.co/CPmmaJP6Ny",207,83,2022-02-04T01:04:19.000Z,1489404418181136384,68551737
194,"You know those people who wear band t-shirts but don’t know any songs?

Well, this dude couldn’t name a single member of the Wolfpac!

#cdnpoli #antivaxxers #Ottawa

cc: @HulkHogan @RealKevinNash #ScottHall https://t.co/y0kMujNwxY",78,7,2022-02-02T19:46:42.000Z,1488962099279708163,799717156589965312
195,Is it a requirement that #medhat musicians must be involved in some way with the freedum fightin' #antivaxxers #covidiots movement? https://t.co/kaRAndzwvi,5,1,2022-02-04T02:10:15.000Z,1489421007848820739,1386171188968255488
197,This is insane. https://t.co/2LrGsEuj9F,591,125,2022-02-03T18:44:55.000Z,1489308940047368196,269750669
202,"Tonight I am thinking of all the families in Ottawa that have children, those with Autism, the disabled, that have to listen to the consent noise, the citizens especially women that need to go out past these rage filled jerks. Knowing the @OttawaPolice  are doing nothing. 💔",106,35,2022-02-03T08:16:24.000Z,1489150765046415365,747111097476521984
204,"The unvaxxed across Australia, the UK and the US are now racking up repeat infections, with their death rates soaring. So where's the ""Herd Immunity""? It doesn't exist, certainly not on the scale so heavily sold by anti-lockdown lobbyists in 2020 and 
#antivaxxers in 2021. https://t.co/Rk1lHaFzmc",4,1,2022-02-04T03:54:20.000Z,1489447202531717120,330378192
205,"This flies in the face of the people who believe and claim repeat infections will confer greater and greater immunity

The ""double hybrid hamburger immunity"" as @james1chas3 puts it

They are incorrect. As long as titers wane there can be reinfection and immune aging",265,51,2022-02-04T03:40:29.000Z,1489443717224312835,88589013
213,@ellymelly Yep. It has been disgusting how Australians who used to be about getting there and helping their neighbours and looking after the most vulnerable are bleeting about thinking of others first. Over 90% are vaccinated so that gives hope https://t.co/VvrAxNoyCI,7,0,2022-02-04T03:43:58.000Z,1489444593280389125,924980573252108296
214,"Who is “they”?

One of my many questions for Romana Didulo, who has convinced thousands of people that she is the Queen of Canada. 

#cdnpoli #antivaxxers #Ottawa #QAnon https://t.co/p0DhvltzKC",87,25,2022-02-03T19:12:46.000Z,1489315945353027593,799717156589965312
215,"If you have one #Nazi at a table seated with ten #antivaxxers, and they don't tell the Nazi to leave, then you have eleven Nazis sitting at the table.

It's the same with the #antivaccine protest in #Ottawa.

#TruckersConvoy2022 #FluTrucksClan #HonkyConvoy https://t.co/c3SP1zyVEf",8,1,2022-02-02T04:53:36.000Z,1488737340897910786,1459919082942124034
